group,fq_count,valid_count,missing_count,A1_count,A1_percent_valid,B1_count,B1_percent_valid,C1_count,C1_percent_valid,M1_count,M1_percent_valid,X1_count,X1_percent_valid,min,q1,median,mean,q3,p90,p95,p99,max
overall,27664,27559,105,23762,86.22228673028775,2175,7.89215864146014,257,0.9325447222323016,13,0.0471715229144744,0,0.0,9.99999971718e-10,1.43304035305e-08,2.92511952438e-08,8.180373937613871e-08,6.32147916235e-08,9.26942149704e-08,1.19973108781e-07,9.5262424793e-07,3.27133311657e-05
