split,timestamp,year,max_peak_flux,log10_max_peak_flux,xrsb_max_timestamp,source_satellite,source_role,valid_count_24h,coverage_fraction_24h,previous_event_time,previous_event_flare_id,previous_event_class,previous_event_peak_flux,previous_event_delta_minutes,nearest_event_to_max_time,nearest_event_to_max_flare_id,nearest_event_to_max_class,nearest_event_to_max_peak_flux,nearest_event_to_max_delta_minutes,previous_flare_within_6h_before_window,near_max_event_outside_exact_window_within_6h
train,2015-10-22T00:00:00+00:00,2015,6.37738548903e-06,-5.19535733075,2015-10-22T03:42:00+00:00,15,primary,1432,0.99444444,2015-10-21T19:37:00+00:00,201510211929,C2.0,2.083e-06,-263,2015-10-21T19:37:00+00:00,201510211929,C2.0,2.083e-06,-485,true,false
train,2015-10-22T01:00:00+00:00,2015,6.37738548903e-06,-5.19535733075,2015-10-22T03:42:00+00:00,15,primary,1432,0.99444444,2015-10-21T19:37:00+00:00,201510211929,C2.0,2.083e-06,-323,2015-10-21T19:37:00+00:00,201510211929,C2.0,2.083e-06,-485,true,false
train,2015-10-22T02:00:00+00:00,2015,6.37738548903e-06,-5.19535733075,2015-10-22T03:42:00+00:00,15,primary,1432,0.99444444,2015-10-21T19:37:00+00:00,201510211929,C2.0,2.083e-06,-383,2015-10-21T19:37:00+00:00,201510211929,C2.0,2.083e-06,-485,false,false
train,2015-10-26T17:00:00+00:00,2015,4.60590490547e-06,-5.33668503282,2015-10-27T14:29:00+00:00,15,primary,1440,1.00000000,2015-10-26T16:01:00+00:00,201510261554,B9.5,9.568e-07,-59,2015-10-27T20:19:00+00:00,201510272010,C2.0,2.076e-06,350,true,true
train,2015-10-26T18:00:00+00:00,2015,4.60590490547e-06,-5.33668503282,2015-10-27T14:29:00+00:00,15,primary,1440,1.00000000,2015-10-26T16:01:00+00:00,201510261554,B9.5,9.568e-07,-119,2015-10-27T20:19:00+00:00,201510272010,C2.0,2.076e-06,350,true,true
train,2015-10-26T19:00:00+00:00,2015,4.60590490547e-06,-5.33668503282,2015-10-27T14:29:00+00:00,15,primary,1440,1.00000000,2015-10-26T16:01:00+00:00,201510261554,B9.5,9.568e-07,-179,2015-10-27T20:19:00+00:00,201510272010,C2.0,2.076e-06,350,true,true
train,2015-10-26T20:00:00+00:00,2015,4.60590490547e-06,-5.33668503282,2015-10-27T14:29:00+00:00,15,primary,1440,1.00000000,2015-10-26T16:01:00+00:00,201510261554,B9.5,9.568e-07,-239,2015-10-27T20:19:00+00:00,201510272010,C2.0,2.076e-06,350,true,true
train,2016-04-10T01:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-25,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,true,false
train,2016-04-10T02:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-85,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,true,false
train,2016-04-10T03:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-145,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,true,false
train,2016-04-10T04:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-205,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,true,false
train,2016-04-10T05:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-265,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,true,false
train,2016-04-10T06:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-325,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,true,false
train,2016-04-10T07:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-385,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,false,false
train,2016-04-10T08:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1399,0.97152778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-445,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,false,false
train,2016-04-10T09:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1403,0.97430556,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-505,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,false,false
train,2016-04-10T10:00:00+00:00,2016,2.75812658401e-06,-5.55938580579,2016-04-10T10:49:00+00:00,15,primary,1408,0.97777778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-565,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-614,false,false
train,2016-04-10T11:00:00+00:00,2016,2.32744787354e-06,-5.63312003687,2016-04-10T11:23:00+00:00,15,primary,1408,0.97777778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-625,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-648,false,false
train,2016-04-10T12:00:00+00:00,2016,2.11823635254e-06,-5.674025583,2016-04-10T12:26:00+00:00,15,primary,1408,0.97777778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-685,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-711,false,false
train,2016-04-10T13:00:00+00:00,2016,1.69983047726e-06,-5.76959438831,2016-04-10T13:46:00+00:00,15,primary,1408,0.97777778,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-745,2016-04-10T00:35:00+00:00,201604100029,C1.0,1.020e-06,-791,false,false
leaky_validation,2017-01-12T17:00:00+00:00,2017,1.4353216784e-06,-5.84305075573,2017-01-12T17:00:00+00:00,15,primary,1432,0.99444444,2017-01-12T16:18:00+00:00,201701121549,C5.5,5.523e-06,-42,2017-01-12T16:18:00+00:00,201701121549,C5.5,5.523e-06,-42,true,true
validation,2018-01-22T03:00:00+00:00,2018,1.38615416745e-06,-5.858188465,2018-01-22T03:00:00+00:00,16,primary,1440,1.00000000,2018-01-22T02:57:00+00:00,201801220233,C1.4,1.442e-06,-3,2018-01-22T02:57:00+00:00,201801220233,C1.4,1.442e-06,-3,true,true
train,2019-03-08T04:00:00+00:00,2019,1.01442390132e-06,-5.99378052672,2019-03-08T04:00:00+00:00,17,primary,1368,0.95000000,2019-03-08T03:37:00+00:00,201903080329,C1.9,1.973e-06,-23,2019-03-08T03:37:00+00:00,201903080329,C1.9,1.973e-06,-23,true,true
test,2020-12-07T17:00:00+00:00,2020,6.05420200372e-06,-5.21794309252,2020-12-07T17:00:00+00:00,17,primary,1440,1.00000000,2020-12-07T16:32:00+00:00,202012071546,C7.4,7.413e-06,-28,2020-12-07T16:32:00+00:00,202012071546,C7.4,7.413e-06,-28,true,true
test,2020-12-07T18:00:00+00:00,2020,2.72232205134e-06,-5.56506049895,2020-12-07T18:00:00+00:00,17,primary,1440,1.00000000,2020-12-07T16:32:00+00:00,202012071546,C7.4,7.413e-06,-88,2020-12-07T16:32:00+00:00,202012071546,C7.4,7.413e-06,-88,true,true
test,2020-12-07T19:00:00+00:00,2020,1.31501144551e-06,-5.88107046717,2020-12-07T19:00:00+00:00,17,primary,1440,1.00000000,2020-12-07T16:32:00+00:00,202012071546,C7.4,7.413e-06,-148,2020-12-07T16:32:00+00:00,202012071546,C7.4,7.413e-06,-148,true,true
test,2022-04-13T14:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-51,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,true,false
test,2022-04-13T15:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-111,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,true,false
test,2022-04-13T16:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-171,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,true,false
test,2022-04-13T17:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-231,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,true,false
test,2022-04-13T18:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-291,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,true,false
test,2022-04-13T19:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-351,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,true,false
test,2022-04-13T20:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-411,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,false,false
test,2022-04-13T21:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-471,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,false,false
test,2022-04-13T22:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-531,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,false,false
test,2022-04-13T23:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-591,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,false,false
test,2022-04-14T00:00:00+00:00,2022,1.361286877e-06,-5.86605034212,2022-04-14T13:17:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-651,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,1304,false,false
test,2022-04-14T01:00:00+00:00,2022,1.89782394955e-06,-5.7217440771,2022-04-15T00:59:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-711,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,602,false,false
test,2022-04-14T02:00:00+00:00,2022,3.71447367797e-06,-5.43010271486,2022-04-15T01:59:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-771,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,542,false,false
test,2022-04-14T03:00:00+00:00,2022,4.06808703701e-06,-5.39060976389,2022-04-15T02:59:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-831,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,482,false,false
test,2022-04-14T04:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-891,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T05:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-951,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T06:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-1011,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T07:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-1071,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T08:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-1131,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T09:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-1191,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T10:00:00+00:00,2022,4.58604972664e-06,-5.33856124052,2022-04-15T03:06:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-1251,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,475,false,false
test,2022-04-14T11:00:00+00:00,2022,1.26758977785e-05,-4.89702127172,2022-04-15T10:59:00+00:00,17,primary,1440,1.00000000,2022-04-13T13:09:00+00:00,202204131300,B2.9,2.937e-07,-1311,2022-04-15T11:01:00+00:00,202204151031,M1.2,1.279e-05,2,false,true
test,2022-06-05T13:00:00+00:00,2022,1.0156592225e-06,-5.9932519836,2022-06-05T13:00:00+00:00,17,primary,1440,1.00000000,2022-06-05T12:25:00+00:00,202206051205,C1.7,1.767e-06,-35,2022-06-05T12:25:00+00:00,202206051205,C1.7,1.767e-06,-35,true,true
test,2023-02-05T11:00:00+00:00,2023,2.71128010354e-06,-5.56682561295,2023-02-05T11:00:00+00:00,18,primary,1382,0.95972222,2023-02-05T10:51:00+00:00,202302051038,C6.5,6.501e-06,-9,2023-02-05T10:51:00+00:00,202302051038,C6.5,6.501e-06,-9,true,true
test,2023-03-12T11:00:00+00:00,2023,3.01315844808e-06,-5.52097803019,2023-03-13T10:59:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-42,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1085,true,false
test,2023-03-12T12:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-102,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,true,false
test,2023-03-12T13:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-162,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,true,false
test,2023-03-12T14:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-222,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,true,false
test,2023-03-12T15:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-282,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,true,false
test,2023-03-12T16:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-342,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,true,false
test,2023-03-12T17:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-402,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-12T18:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1354,0.94027778,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-462,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-12T19:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-522,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-12T20:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-582,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-12T21:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-642,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-12T22:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-702,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-12T23:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-762,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-13T00:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-822,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-13T01:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-882,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-13T02:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-942,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-13T03:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-1002,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-13T04:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-1062,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-03-13T05:00:00+00:00,2023,3.09535425913e-06,-5.50928963938,2023-03-13T11:06:00+00:00,18,primary,1356,0.94166667,2023-03-12T10:18:00+00:00,202303121010,C1.5,1.581e-06,-1122,2023-03-14T05:04:00+00:00,202303140459,B9.2,9.257e-07,1078,false,false
test,2023-04-01T04:00:00+00:00,2023,5.17069383932e-06,-5.28645117637,2023-04-01T04:00:00+00:00,18,primary,1361,0.94513889,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-32,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-32,true,true
test,2023-04-01T05:00:00+00:00,2023,2.63503056885e-06,-5.57921434219,2023-04-01T05:00:00+00:00,18,primary,1361,0.94513889,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-92,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-92,true,true
test,2023-04-01T06:00:00+00:00,2023,1.61965760981e-06,-5.79057678415,2023-04-01T06:00:00+00:00,18,primary,1361,0.94513889,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-152,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-152,true,true
test,2023-04-01T07:00:00+00:00,2023,1.34912784233e-06,-5.86994689496,2023-04-01T07:06:00+00:00,18,primary,1361,0.94513889,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-212,2023-04-01T03:28:00+00:00,202304010249,C6.8,6.802e-06,-218,true,true
test,2023-08-26T23:00:00+00:00,2023,1.03667252915e-05,-4.98435840971,2023-08-26T23:00:00+00:00,18,primary,1440,1.00000000,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-10,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-10,true,true
test,2023-08-27T00:00:00+00:00,2023,5.32759895577e-06,-5.27346847488,2023-08-27T00:00:00+00:00,18,primary,1440,1.00000000,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-70,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-70,true,true
test,2023-08-27T01:00:00+00:00,2023,3.65241544387e-06,-5.43741982952,2023-08-27T01:00:00+00:00,18,primary,1440,1.00000000,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-130,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-130,true,true
test,2023-08-27T02:00:00+00:00,2023,2.6805817015e-06,-5.57177095137,2023-08-27T02:00:00+00:00,18,primary,1440,1.00000000,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-190,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-190,true,true
test,2023-08-27T03:00:00+00:00,2023,2.65396829491e-06,-5.57610426965,2023-08-27T03:05:00+00:00,18,primary,1440,1.00000000,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-250,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-255,true,true
test,2023-08-27T04:00:00+00:00,2023,1.50822120304e-06,-5.82153495806,2023-08-27T04:00:00+00:00,18,primary,1440,1.00000000,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-310,2023-08-26T22:50:00+00:00,202308262205,M1.1,1.112e-05,-310,true,true
test,2023-09-16T14:00:00+00:00,2023,3.72207023247e-06,-5.42921543634,2023-09-16T15:57:00+00:00,18,primary,1355,0.94097222,2023-09-16T13:19:00+00:00,202309161313,C1.9,1.936e-06,-41,2023-09-16T13:19:00+00:00,202309161313,C1.9,1.936e-06,-158,true,true
test,2023-09-16T15:00:00+00:00,2023,3.72207023247e-06,-5.42921543634,2023-09-16T15:57:00+00:00,18,primary,1355,0.94097222,2023-09-16T13:19:00+00:00,202309161313,C1.9,1.936e-06,-101,2023-09-16T13:19:00+00:00,202309161313,C1.9,1.936e-06,-158,true,true
test,2023-09-16T16:00:00+00:00,2023,2.52617905971e-06,-5.59753586919,2023-09-16T16:00:00+00:00,18,primary,1353,0.93958333,2023-09-16T13:19:00+00:00,202309161313,C1.9,1.936e-06,-161,2023-09-16T13:19:00+00:00,202309161313,C1.9,1.936e-06,-161,true,true
test,2023-10-17T06:00:00+00:00,2023,1.69119539351e-06,-5.77180621297,2023-10-17T06:00:00+00:00,18,primary,1440,1.00000000,2023-10-17T05:05:00+00:00,202310170441,C2.2,2.216e-06,-55,2023-10-17T05:05:00+00:00,202310170441,C2.2,2.216e-06,-55,true,true
test,2023-10-17T07:00:00+00:00,2023,1.5979918544e-06,-5.79642543879,2023-10-18T02:12:00+00:00,18,primary,1440,1.00000000,2023-10-17T05:05:00+00:00,202310170441,C2.2,2.216e-06,-115,2023-10-18T10:00:00+00:00,202310180954,B7.3,7.360e-07,468,true,false
test,2023-10-17T08:00:00+00:00,2023,1.5979918544e-06,-5.79642543879,2023-10-18T02:12:00+00:00,18,primary,1440,1.00000000,2023-10-17T05:05:00+00:00,202310170441,C2.2,2.216e-06,-175,2023-10-18T10:00:00+00:00,202310180954,B7.3,7.360e-07,468,true,false
test,2023-10-17T09:00:00+00:00,2023,1.5979918544e-06,-5.79642543879,2023-10-18T02:12:00+00:00,18,primary,1440,1.00000000,2023-10-17T05:05:00+00:00,202310170441,C2.2,2.216e-06,-235,2023-10-18T10:00:00+00:00,202310180954,B7.3,7.360e-07,468,true,false
test,2023-10-17T10:00:00+00:00,2023,1.5979918544e-06,-5.79642543879,2023-10-18T02:12:00+00:00,18,primary,1440,1.00000000,2023-10-17T05:05:00+00:00,202310170441,C2.2,2.216e-06,-295,2023-10-18T10:00:00+00:00,202310180954,B7.3,7.360e-07,468,true,false
test,2023-11-04T10:00:00+00:00,2023,1.77188928774e-06,-5.75156341745,2023-11-04T14:02:00+00:00,18,primary,1440,1.00000000,2023-11-04T09:52:00+00:00,202311040944,C1.7,1.771e-06,-8,2023-11-04T09:52:00+00:00,202311040944,C1.7,1.771e-06,-250,true,true
test,2023-11-09T12:00:00+00:00,2023,2.12590316551e-06,-5.67245652139,2023-11-09T14:27:00+00:00,18,primary,1440,1.00000000,2023-11-09T11:18:00+00:00,202311091053,C2.6,2.619e-06,-42,2023-11-09T11:18:00+00:00,202311091053,C2.6,2.619e-06,-189,true,true
test,2024-01-19T02:00:00+00:00,2024,2.42391797656e-06,-5.61548208043,2024-01-19T13:25:00+00:00,18,primary,1438,0.99861111,2024-01-19T01:53:00+00:00,202401190146,C1.8,1.830e-06,-7,2024-01-19T01:53:00+00:00,202401190146,C1.8,1.830e-06,-692,true,false
test,2024-01-27T11:00:00+00:00,2024,3.39077905664e-06,-5.46970050795,2024-01-28T10:17:00+00:00,18,primary,1438,0.99861111,2024-01-27T10:39:00+00:00,202401271028,C2.9,2.937e-06,-21,2024-01-28T12:46:00+00:00,202401281237,C2.8,2.815e-06,149,true,true
test,2024-01-27T12:00:00+00:00,2024,3.39077905664e-06,-5.46970050795,2024-01-28T10:17:00+00:00,18,primary,1440,1.00000000,2024-01-27T10:39:00+00:00,202401271028,C2.9,2.937e-06,-81,2024-01-28T12:46:00+00:00,202401281237,C2.8,2.815e-06,149,true,true
