target,tail,n,true_transformed_cutoff,spearman,mae_transformed,normalized_mae_iqr,note
max_peak_flux,top_10pct,2811,3.59195455505,-0.008305454869576094,0.8264537182444117,2.053982872549927,
max_peak_flux,top_5pct,1405,3.88941376404,-0.2055829931190315,1.0342966837591316,3.3409779083871505,
cumulative_peak_flux,top_10pct,2800,4.07925362243,0.23015046933637298,0.6819151064647179,2.2186204833767453,
cumulative_peak_flux,top_5pct,1399,4.2906232936715,0.2455061773751743,0.8224849342528807,3.730630425287706,
max_rxfi,top_10pct,2819,1.35298187755,-0.0043502629936994965,1.0304866189102255,3.583609575095112,
max_rxfi,top_5pct,1400,1.58256294418,-0.12587076226127847,1.2182779195462983,3.9108491069680937,
cumulative_rxfi,top_10pct,2798,1.635399636892,-0.06783997819455727,0.8142275654268626,3.0852627488854045,
cumulative_rxfi,top_5pct,1400,1.78915591552,-0.13361401938956008,0.9872270181338081,4.159843289225841,
