accuracy,balanced_accuracy,macro_f1,n_samples,split,loss,selected_epoch,channel_configuration
0.173409578270193,0.0069371218714794,0.0049728519868635,27980,test,6.290028480907438,6,hmi_m
0.175446747676912,0.0084427243000139,0.0062727537135621,27980,test,5.953319646137966,6,aia131
0.1705861329521086,0.0067250400349694,0.0044708053055556,27980,test,5.187564309483515,3,aia193
0.1728734810578985,0.0069345827931047,0.0049798933529345,27980,test,6.529182014591443,10,all13
